attempt,elapsed_seconds,error,evaluation_index,gpu,input_hash,input_path,method,output_dir,pre_relax_max_force_ev_ang,seed,slot,status,task_id
1,1.2120684100082144,,0,2,5740e60ab8f034437e0179b5e4979f80869733bf9b2e570a2bc4a8d6e361a3bd,/data/dxl/results/q3_e3_pcr/frozen64/generation/C0/32000/generated_crystals.extxyz,C0,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/C0/00,0.2607433351129138,32000,0,success,C0_32000
1,1.1099048040341586,,0,3,5740e60ab8f034437e0179b5e4979f80869733bf9b2e570a2bc4a8d6e361a3bd,/data/dxl/results/q3_e3_pcr/frozen64/refined/Q3_E3_PCR/00/refined_structure.extxyz,Q3_E3_PCR,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/Q3_E3_PCR/00,0.2607438124514148,32000,1,success,Q3_E3_PCR_32000
1,0.7499850530875847,,0,2,393814fbcd2de649052ee1156e7430584b0e5c9233eb3d27861a04a04e37814b,/data/dxl/results/q3_e3_pcr/frozen64/refined/ALWAYS_ON/00/refined_structure.extxyz,ALWAYS_ON,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/ALWAYS_ON/00,0.2533755482993137,32000,0,success,ALWAYS_ON_32000
1,14.69418718200177,,1,4,e30cbaff56f5bc7cc63f7686dd99b4480ead20b6f291cf5a5ed9e6b8b5177aae,/data/dxl/results/q3_e3_pcr/frozen64/generation/C0/32001/generated_crystals.extxyz,C0,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/C0/01,2.3513511325314034,32001,0,success,C0_32001
1,15.919098921003751,,1,2,96cba0a6c5ad57fee88b4f0aa7e0c7baf15684215f2e2cc0a45e43d1e1cf4d1c,/data/dxl/results/q3_e3_pcr/frozen64/refined/Q3_E3_PCR/01/refined_structure.extxyz,Q3_E3_PCR,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/Q3_E3_PCR/01,1.2207219078667502,32001,0,success,Q3_E3_PCR_32001
1,15.144992126966827,,1,1,4a31c279fb4bb41dbf285d481900a6bb7bd9bf899716a62549a837a9deaebecb,/data/dxl/results/q3_e3_pcr/frozen64/refined/ALWAYS_ON/01/refined_structure.extxyz,ALWAYS_ON,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/ALWAYS_ON/01,1.220716283518265,32001,0,success,ALWAYS_ON_32001
1,4.4357918329769745,,2,0,64f00b031ecf7e222bc98d565ca674cc1bc5c32e0e4af3e68c01ed5c178a302e,/data/dxl/results/q3_e3_pcr/frozen64/generation/C0/32002/generated_crystals.extxyz,C0,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/C0/02,1.6688086126716712,32002,0,success,C0_32002
1,4.579363045981154,,2,1,64f00b031ecf7e222bc98d565ca674cc1bc5c32e0e4af3e68c01ed5c178a302e,/data/dxl/results/q3_e3_pcr/frozen64/refined/Q3_E3_PCR/02/refined_structure.extxyz,Q3_E3_PCR,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/Q3_E3_PCR/02,1.6688085971238487,32002,1,success,Q3_E3_PCR_32002
1,4.424636565963738,,2,2,d3b91106c0cf75c96308fbf84d9dafe6352e9b5db58e6249c6f3b704150c55c5,/data/dxl/results/q3_e3_pcr/frozen64/refined/ALWAYS_ON/02/refined_structure.extxyz,ALWAYS_ON,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/ALWAYS_ON/02,1.3562505645816716,32002,1,success,ALWAYS_ON_32002
1,5.511799587053247,,3,5,13984d7e70a5d4490fc38eb601d929bae9dc5d571ac9260f0452bd0f636a94d3,/data/dxl/results/q3_e3_pcr/frozen64/generation/C0/32003/generated_crystals.extxyz,C0,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/C0/03,0.8616686810877698,32003,0,success,C0_32003
1,4.544415732030757,,3,0,922c6ac852649e663486a1a1fb6d8fbd4fea204f38df4a9df2340eecff41ec7a,/data/dxl/results/q3_e3_pcr/frozen64/refined/Q3_E3_PCR/03/refined_structure.extxyz,Q3_E3_PCR,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/Q3_E3_PCR/03,0.35912732391762586,32003,1,success,Q3_E3_PCR_32003
1,4.376693582977168,,3,5,49a02ba8013731179d20a5ff70f14a6362c7e4f3f44d5b6c6749c426c6783bf5,/data/dxl/results/q3_e3_pcr/frozen64/refined/ALWAYS_ON/03/refined_structure.extxyz,ALWAYS_ON,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/ALWAYS_ON/03,0.3591248747173153,32003,1,success,ALWAYS_ON_32003
1,0.3183428500778973,,4,6,b2e175f660c57d38de6b3442e66708b7e142ffa64bd039949bff7019a9f0f803,/data/dxl/results/q3_e3_pcr/frozen64/generation/C0/32004/generated_crystals.extxyz,C0,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/C0/04,0.026341025939594986,32004,0,success,C0_32004
1,0.39649253501556814,,4,4,534588cb1f9c65a0853edc4ee6e541962bc4ae2ab860ff0cc1a77eb0d268f7d3,/data/dxl/results/q3_e3_pcr/frozen64/refined/Q3_E3_PCR/04/refined_structure.extxyz,Q3_E3_PCR,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/Q3_E3_PCR/04,0.018550971247144287,32004,1,success,Q3_E3_PCR_32004
1,0.33523244003299624,,4,7,de73d164a3313421cbe9b9c78358975259aae524756773371d6ce726ddd3b6fd,/data/dxl/results/q3_e3_pcr/frozen64/refined/ALWAYS_ON/04/refined_structure.extxyz,ALWAYS_ON,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/ALWAYS_ON/04,0.018551282276390097,32004,1,success,ALWAYS_ON_32004
1,2.0624861799879,,5,6,fc645ade37720181db60f0afb6c327935d9e93643b374387d732080c61895f4d,/data/dxl/results/q3_e3_pcr/frozen64/generation/C0/32005/generated_crystals.extxyz,C0,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/C0/05,0.36385311944490384,32005,1,success,C0_32005
1,2.385578206041828,,5,3,a9d2cc9f82dbf1634ed6d02c2bf744191cb1e8e235a06ba48257b264bf519ab7,/data/dxl/results/q3_e3_pcr/frozen64/refined/Q3_E3_PCR/05/refined_structure.extxyz,Q3_E3_PCR,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/Q3_E3_PCR/05,0.24662154057263144,32005,0,success,Q3_E3_PCR_32005
1,2.2890017229365185,,5,7,36405211bd4d2088865f103c0cd0ccac62d12875d5e6b8745a5967ca7b8f7e6a,/data/dxl/results/q3_e3_pcr/frozen64/refined/ALWAYS_ON/05/refined_structure.extxyz,ALWAYS_ON,/data/dxl/results/q3_e3_pcr/frozen64/relaxed/ALWAYS_ON/05,0.246625798029025,32005,0,success,ALWAYS_ON_32005
