method,seed,pool_id,candidate_seed,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,pre_relax_max_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
ALWAYS_ON,0,0,32000,-90.17637634277344,-7.514698028564453,0.04492320865392685,0.2533755482993137,True,0.7499850530875847,32,Fe3Ge,Fe-Ge,0.10913125110058708,0.01755219975742754,False,False,True,True,True,False,False,True,True,False,True,0.10913125110058708,0.038447768529975335
ALWAYS_ON,1,1,32001,-126.83247375488281,-8.45549825032552,0.0469076968729496,1.220716283518265,True,15.144992126966827,480,Eu2Mn2P2O9,Eu-Mn-O-P,0.1798617004024834,0.3961488705458461,False,False,True,True,True,True,True,True,True,True,False,0.1798617004024834,0.1798617004024834
ALWAYS_ON,2,2,32002,-97.26000213623047,-6.484000142415365,0.046656228601932526,1.3562505645816716,True,4.424636565963738,131,Li2AlCr3Fe2O6F,Al-Cr-F-Fe-Li-O,0.5289013582217752,0.14755916029414706,False,False,True,True,True,True,True,True,True,True,False,0.5289013582217752,0.5289013582217752
ALWAYS_ON,3,3,32003,-103.17267608642578,-6.448292255401611,0.048434991389513016,0.3591248747173153,True,4.376693582977168,131,Mn2Fe3H2O9,Fe-H-Mn-O,0.29756139461868614,0.15812162448555706,False,False,True,True,True,True,True,True,True,True,False,0.29756139461868614,0.29756139461868614
ALWAYS_ON,4,4,32004,-29.073135375976562,-7.268283843994141,0.03569067642092705,0.018551282276390097,True,0.33523244003299624,6,Fe2HIr,Fe-H-Ir,0.07341002220115911,0.0009341144185922459,False,True,False,False,True,False,False,True,True,False,True,0.07341002220115911,0.07341002220115911
ALWAYS_ON,5,5,32005,-59.35651397705078,-5.935651397705078,0.048572223633527756,0.246625798029025,True,2.2890017229365185,61,ZnFe3GeO5,Fe-Ge-O-Zn,0.37431704207002525,0.0659391014402544,False,False,True,True,True,True,True,True,True,True,True,0.37431704207002525,0.37431704207002525
ALWAYS_ON,6,6,32006,-32.61116027832031,-8.152790069580078,0.04953543096780777,0.27160194428749695,True,0.3684610769851133,15,MnAsRu2,As-Mn-Ru,0.10778961709527302,0.018741278607963548,False,False,False,False,True,False,False,True,True,False,True,0.10778961709527302,0.10039022718182444
ALWAYS_ON,7,7,32007,-22.459728240966797,-7.486576080322266,0.013712464831769466,0.013588158740578058,True,0.05010473693255335,2,CaEu2,Ca-Eu,0.05168142606959769,0.0026490073292580758,False,True,True,True,True,False,False,True,True,False,True,0.05168142606959769,0.05168142606959769
ALWAYS_ON,8,8,32008,-33.1500129699707,-6.63000259399414,0.003349209437146783,0.005495085534679748,True,0.4303961939876899,7,NaEu3Zn,Eu-Na-Zn,0.19728143062662973,0.0012358351850187317,False,False,True,True,True,True,True,True,True,True,True,0.19728143062662973,0.19728143062662973
ALWAYS_ON,9,9,32009,-107.1212158203125,-8.926767985026041,0.039923105388879776,0.11672635663170192,True,1.0420744720613584,36,TaFe7(CoMo)2,Co-Fe-Mo-Ta,0.08699850468306636,0.015728476380834938,True,True,True,True,True,True,True,True,True,True,False,0.08699850468306636,0.08699850468306636
ALWAYS_ON,10,10,32010,-30.632854461669922,-5.105475743611653,0.02704203501343727,0.041941241419811745,True,0.1156013369327411,4,Be4FeNi,Be-Fe-Ni,0.0883110164866201,0.0012808004852259429,False,True,True,True,True,False,False,True,True,False,True,0.0883110164866201,0.0883110164866201
ALWAYS_ON,11,11,32011,-131.9298858642578,-6.59649429321289,0.03864220902323723,0.09748284229051897,True,0.9018477370264009,30,Fe5Ni3H2,Fe-H-Ni,0.10203753577611696,0.031648686605586195,False,False,False,False,True,True,True,True,True,True,True,0.10203753577611696,0.10203753577611696
ALWAYS_ON,12,12,32012,-83.88595581054688,-8.388595581054688,0.04122679680585861,0.11269812557673346,True,0.9161629759473726,32,GdMn2FeO6,Fe-Gd-Mn-O,0.24368394954060157,0.018333283483875272,False,False,True,True,True,True,True,True,True,True,False,0.24368394954060157,0.24368394954060157
ALWAYS_ON,13,13,32013,-107.12289428710938,-7.141526285807291,0.043085549026727676,0.1888460138393508,True,1.2357999359956011,43,Mn6Pt7Au2,Au-Mn-Pt,0.10783169388219171,0.01915851924246745,False,False,True,True,True,True,True,True,True,True,True,0.10783169388219171,0.10783169388219171
ALWAYS_ON,14,14,32014,-197.25148010253906,-9.862574005126953,0.04888052120804787,0.5682794614926214,True,9.24934377509635,305,Eu4Gd3NiHO11,Eu-Gd-H-Ni-O,0.1849355604690004,0.20856811583915558,False,False,True,True,True,True,True,True,True,True,False,0.1849355604690004,0.1849355604690004
ALWAYS_ON,15,15,32015,-67.33718872070312,-9.619598388671875,0.01865306682884693,0.014645198257761234,True,0.504184985999018,18,Eu3O4,Eu-O,0.5337419326458477,0.0011691948617989984,False,False,False,False,True,True,True,True,True,True,True,0.5337419326458477,0.0
ALWAYS_ON,16,16,32016,-56.74000549316406,-7.092500686645508,0.010640325956046581,0.04567469728443839,True,0.3657796529587358,13,NaEu(FeO2)2,Eu-Fe-Na-O,0.23816237935177753,0.0018933657889655094,False,False,True,True,True,True,True,True,True,True,True,0.23816237935177753,0.23816237935177753
ALWAYS_ON,17,17,32017,-77.94889831542969,-9.743612289428711,0.01120105478912592,0.013325850486095856,True,0.15934956702403724,6,Eu7Y,Eu-Y,0.08501594499965393,0.0020261200432270428,True,True,True,True,True,True,True,True,True,True,True,0.08501594499965393,0.08501594499965393
