config,seed,task_id,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,input_hash,output_hash,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
A0,15000,A0_seed_15000,-36.46735382080078,-9.116838455200195,0.011078983545303345,True,1.43564655497903,17,Eu3Bi,Bi-Eu,ccc4dc245117e286b2490fa1e0747e9ace6f50fea212cd2923038f86f4061df8,93da0235989d51417a0fc8820594ebbb5e02948a4cf265bbe260f9bc99d0a85f,0.1762143793931834,0.005738568526265904,False,False,True,True,True,True,True,True,True,True,True,0.1762143793931834,0.0
A0,15001,A0_seed_15001,-102.92422485351562,-5.7180124918619795,0.05645361915230751,False,15.50206079002237,500,Mn4H2(OF3)3,F-H-Mn-O,f424731b8231a97338e683445f5cc3cdb333893041755531dd88cbd17c7fa780,d9206ce7cee73b54afe91338537c8223caaf62c02ccf4b2cfef476ee916192e4,0.2387889634198892,0.44529784284252244,False,False,False,False,True,True,True,True,True,True,True,0.2387889634198892,0.2387889634198892
A0,15002,A0_seed_15002,-50.318363189697266,-7.1883375985281805,0.015661772340536118,True,0.5582561640185304,2,Eu3AsI3,As-Eu-I,716aa50774bfb4263328e8e1b90fa991fb8f996f0b6906d4fa9addbbddcc5db0,9ea4fbc6405678ef662109c0a8853f0fa683f50d896f1fcb5566d730927fab38,0.09192814434506058,0.0015898846029025887,False,True,True,True,True,False,False,True,True,False,True,0.09192814434506058,0.04627459722696248
A0,15003,A0_seed_15003,-89.0909423828125,-8.90909423828125,0.04688955470919609,True,2.408590673992876,47,Gd2AlGe2,Al-Gd-Ge,96bcf409a777be2a6b983919777d93a3a09f1b58b30b55a580b55b81602651bc,13b49479d5b756e14210fe0c069049747983831579931a406da86fd79932c4d6,0.024716038504184468,0.0541149775808404,True,True,True,True,True,True,True,True,True,True,True,0.024716038504184468,0.0
A0,15004,A0_seed_15004,-157.2515106201172,-9.828219413757324,0.04907393455505371,True,3.2052195600117557,76,Eu5GdO10,Eu-Gd-O,05beac51d63d1da285ca6e270f58bc2180547916eb4904967a4c985cc8994062,4c1dfefa7f6e691cc6d0ad4cf33f6a6c7cba782d500c4702fdade0e7121c32dd,0.15058589255792576,0.049999808160791775,False,False,False,False,True,True,True,True,True,True,False,0.15058589255792576,0.15058589255792576
A0,15005,A0_seed_15005,-60.79848098754883,-7.5998101234436035,0.050051089376211166,True,1.7708436020184308,26,Fe3Co5,Co-Fe,f622fcd8a53e9f42c0c044bfdf6d5aa5fede0ea782d736fe129931e878da0a43,a29389546c01c261259150c07037acfd883af10c77411f23d429c2446f9625ed,0.07765877022948864,0.004891699030426952,False,True,True,True,True,False,False,True,True,False,True,0.07765877022948864,0.021214269016986975
A0,15006,A0_seed_15006,-80.37274169921875,-10.046592712402344,0.04540332406759262,True,2.614935322024394,69,Gd3OF4,F-Gd-O,5009cd2c62842fe43e547c8e99ae0d9c89efab1d1a7fe5ec001c72012e0543c6,5dc4873e6e28632892e0ba245b680b3fd04f479125eed65b4ef09e8f70fe50dd,0.30690849518320285,0.08684720577153084,False,False,True,True,True,True,True,True,True,True,True,0.30690849518320285,0.2694605893373705
A0,15007,A0_seed_15007,-28.54037094116211,-7.135092735290527,0.03596894070506096,True,0.7888881129911169,7,LiEu2Y,Eu-Li-Y,3cb1909f24e8eddc6b118728378ea47f4639f7e6168b82394aaaa80c3b159d82,ba8b4e426d22531a6b63a57962eb73c13f64c9ca7fd00f64e55a4525b4193df3,0.12020544603809569,0.0015113558766655488,False,False,True,True,True,False,False,True,True,False,True,0.12020544603809569,0.12020544603809569
A0,15008,A0_seed_15008,-49.95062255859375,-8.325103759765625,0.006543359719216824,True,0.9147412820020691,11,MnFe4Rh,Fe-Mn-Rh,ebffcc103c87fe248c9390b249aaf20a2ea165d3ffecdcb9468ec62b8b50b82b,55f7bf36d8d0a13ce3b38079556b478d44e6935baebf242eeff2cddac6a96027,0.15002605889968734,0.000790317553865412,False,False,True,True,True,True,True,True,True,True,True,0.15002605889968734,0.15002605889968734
A0,15009,A0_seed_15009,-88.04151916503906,-8.804151916503907,0.05240262672305107,True,5.09983826399548,134,Eu2ScFeO6,Eu-Fe-O-Sc,a308ed15d9cc57aa5594649bcc42ead8c3a522204d0e4fb0414cd014a7ac4e1f,d176c250c8161de0af5e24c0a0890772eb2bf1fb0f5c3c13f8d8d2ac777c08fd,0.20051862692150557,0.26969023987826546,False,False,True,True,True,True,True,True,True,True,True,0.20051862692150557,0.19821874871308687
A0,15010,A0_seed_15010,-90.0019302368164,-7.500160853068034,0.043285198509693146,True,1.4491382779669948,29,TbDy2Fe9,Dy-Fe-Tb,1009c650e74890a859883e07c8a55e8a3a3e15cf8ff8bf3d6ac9d1b66d2e3cdb,8c19adb3597c96138da54accfd59cc753eb05a24c770e1dae0ce89ec838cc964,0.0783312812484045,0.021195705496539707,True,True,True,True,True,True,True,True,True,True,True,0.0783312812484045,0.0783312812484045
A0,15011,A0_seed_15011,-121.52067565917969,-6.7511486477322045,0.04479353129863739,True,1.9363516189623624,33,MnOF,F-Mn-O,23c6d4308ea85b536f2152b24a95630d818c94926115b5415a896f09275a6ab1,e66a47301ff4314370d571a785d0fbfb2511c2ee1973d9ae9cfa263581e1b4ac,0.14286984322771623,0.00475955430467513,False,False,True,True,True,False,False,True,True,False,True,0.14286984322771623,0.14286984322771623
