atomic_numbers_unchanged,batch_size,config,converged,elapsed_seconds,family,finished_at,generation_summary,initial_energy_ev,initial_energy_per_atom_ev,initial_max_force_ev_ang,initial_stress_frobenius_ev_ang3,input_hash,input_path,method,output_dir,output_hash,output_path,pid,precision,rank,relax_steps,relaxed_energy_ev,relaxed_energy_per_atom_ev,relaxed_max_force_ev_ang,seed,started_at,status,task_id,generation_success,generation_elapsed_seconds,generation_composition_valid,generation_structure_valid,initial_state_hash,minimum_distance_angstrom,energy_above_hull_per_atom,rmsd_from_relaxation,stable,comp_validity,structure_validity,novel,unique,chgnet_mag_density,target_error,hit_0.01,hit_0.02,hit_0.05,metastable_le_0_2,nus,msun_le_0_2
True,1,A0_B1,True,2.9505438059568405,quality,2026-07-27T14:29:45+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24064/summary.json,-88.29053497314453,-6.306466783796038,0.6520477849713686,0.0098375094846579,a42358cc0dd44140644ecaedceec28a54cc6ddeed89be989e749e7fb7de692d8,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24064/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24064,81f8b83540da9450813fcf0a272040e91e40cb54455e4eea73f12aeca16c0845,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24064/relaxed_structure.extxyz,1455378,FP32,0,94,-88.44178771972656,-6.31727055140904,0.0504332222044467,24064,2026-07-27T14:29:42+08:00,success,quality_A0_B1_24064,True,61.57539719197666,True,True,058ca6e033e19070f7f3d4fdb56791bb3e269af0618db2abf778a5c0b3fa61d9,1.6814449447316553,0.3407520572645,0.084127091019828,False,True,True,True,True,0.0744515352742767,0.0255484647257232,False,False,True,False,False,False
True,1,A0_B1,True,1.5069550949847326,quality,2026-07-27T14:29:42+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24065/summary.json,-112.41393280029295,-6.245218488905165,0.4544706041849219,0.0096944971364085,80dd608d950c9d29609729805976a640c43c3f568bcdde89439997b31424dedd,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24065/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24065,c524918ebbbc40f3c45f962aeba13633983d3eec53fbd25e86a3bbe755faba25,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24065/relaxed_structure.extxyz,1455379,FP32,1,44,-112.47891998291016,-6.248828887939453,0.0483150072395801,24065,2026-07-27T14:29:40+08:00,success,quality_A0_B1_24065,True,67.05128707096446,True,True,fc44869ed0a5739076a4e79700302449cbe1a6d4aca40b638434e2b977f80a02,1.8758514709513008,0.2969427978747543,0.0287408779033682,False,True,True,True,True,0.1105483182347539,0.0105483182347538,False,True,True,False,False,False
True,1,A0_B1,True,0.2978667569695972,quality,2026-07-27T14:29:37+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24066/summary.json,-59.831825256347656,-6.647980584038629,0.0627023261026278,0.0075565201189563,46b4476b2669718d12266d40ba37dc1b483603c3a61549d751af830052697682,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24066/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24066,80f1b19c48d74a1fe97f1482f52ad0d0511314357626d3fb2cd2005a73ef93a9,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24066/relaxed_structure.extxyz,1455380,FP32,2,9,-59.838191986083984,-6.648687998453776,0.0394936129450798,24066,2026-07-27T14:29:37+08:00,success,quality_A0_B1_24066,True,64.26022381696384,True,True,d5c6b2d2be7ac577012fbf766d6fa45d14fd8ba9ce1f5c62df398386371fa4da,2.7048324665039987,0.0591538835532157,0.0021758472542114,True,True,True,True,True,0.1076743763482678,0.0076743763482678,True,True,True,True,True,True
True,1,A0_B1,True,1.3303897579899058,quality,2026-07-27T14:29:38+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24067/summary.json,-97.40888214111328,-8.117406845092773,0.4729840736331848,0.0065544833256091,b4fbc817075ae952eab134ac0960cd178dab1b81cbe0a957750901a438b0ee2a,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24067/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24067,9326d72b99ffe69dd146e8b2d51c3974da4c84ed0a94a48ca7fc64984b4aa39b,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24067/relaxed_structure.extxyz,1455381,FP32,3,40,-97.44418334960938,-8.120348612467447,0.0471665933728218,24067,2026-07-27T14:29:37+08:00,success,quality_A0_B1_24067,True,61.742934764013626,False,True,106a5c4cfbef61f46605be75011c0ad359082ed3cc207b50a9c829bb56e621af,2.254447013071865,0.1063961843552352,0.0283351353928711,False,False,True,True,True,0.1396817071189608,0.0396817071189607,False,False,True,True,False,True
True,1,A0_B1,True,0.2017140399548225,quality,2026-07-27T14:29:43+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24068/summary.json,-32.3209342956543,-6.46418685913086,0.0116730794073898,0.0103215102551611,65cfefe90740f359a8d5b9ec08dbf9394350a1b1ec2a414cf6f134d8b349c6e1,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24068/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24068,1408136283a8de52d59c7ced1fea83a8fdfb35bc3204f556952d6c058f9ef94a,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24068/relaxed_structure.extxyz,1455382,FP32,4,6,-32.331886291503906,-6.466377258300781,0.0082847187295556,24068,2026-07-27T14:29:43+08:00,success,quality_A0_B1_24068,True,60.76196514297044,True,True,f7201367bee1e78aac01a465f14a41a72fa70e9c1ea9d0647c32f34270989562,1.9092802828295052,0.147028384570734,0.0015086807995695,False,True,True,True,True,0.1152771755588482,0.0152771755588482,False,True,True,True,False,True
True,1,A0_B1,True,0.9913351819850504,quality,2026-07-27T14:29:42+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24069/summary.json,-95.21676635742188,-5.951047897338867,0.2414607334725534,0.0155516097144217,de06bb8509b939bec5a6c86a968ccb94654437a1d6595e4a91acb22111b5c506,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24069/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24069,5f4f5401d0145ec910f1635ebf46335f9a759ba90faeb29a7fe72725eeb98bb9,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24069/relaxed_structure.extxyz,1455383,FP32,5,32,-95.2646026611328,-5.954037666320801,0.0474448353052139,24069,2026-07-27T14:29:41+08:00,success,quality_A0_B1_24069,True,61.52572224003961,True,True,fc700f0a30bc7ce6253285c8e96b6bf1bb37151aea2c9b5fc15f841d7626038b,1.6975307862710844,0.2045986900315526,0.0519068794754886,False,True,True,True,True,0.122519484866902,0.022519484866902,False,False,True,False,False,False
True,1,A0_B1,True,0.1437198860221542,quality,2026-07-27T14:29:47+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24070/summary.json,-59.83764266967773,-6.648626963297526,0.0327047857872361,0.0027745692804474,2529c6b06dca0e626d523c3e5df61ec5da9b129076e71bd5f9b94fc2c6190a2c,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24070/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24070,35d30af7f3c4b1d48167c42b7b8d45394cd6dd87736b15b3ad6c2d34a7a76cba,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24070/relaxed_structure.extxyz,1455384,FP32,6,4,-59.83853912353516,-6.648726569281684,0.0354913286864757,24070,2026-07-27T14:29:47+08:00,success,quality_A0_B1_24070,True,62.239943102002144,True,True,20809b65de265d21292aae325b3488b8294733aeaa01af85ccb1fd0515d95656,2.729748810027939,0.0591111470758942,0.0019816279399449,True,True,True,True,False,0.1057985938535976,0.0057985938535976,True,True,True,True,False,False
True,1,A0_B1,True,0.1947552690398879,quality,2026-07-27T14:29:56+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24071/summary.json,-28.830894470214844,-7.207723617553711,0.0456326098017822,0.0011923090002409,583399249b135da3eb479d78830c0261b7542fd5774dab5db5d926368dcf50d8,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24071/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24071,8b9faf07b5c000c0e71457b08424b8c0132db84bbb2ea33ee63c0b1a3c574737,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24071/relaxed_structure.extxyz,1455385,FP32,7,6,-28.832195281982425,-7.208048820495605,0.0436055846512317,24071,2026-07-27T14:29:55+08:00,success,quality_A0_B1_24071,True,61.3029947099858,True,True,67078552246419914801440b7f0dfcecfd5206a0114b2f72f3748c8af8eb8744,3.167698945795271,0.1011628287408701,0.0049920761026555,False,True,True,False,True,0.1231853628632705,0.0231853628632704,False,False,True,True,False,False
True,1,A0_B1,True,0.3853774779709056,quality,2026-07-27T14:29:43+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24072/summary.json,-31.86172103881836,-7.96543025970459,0.0634800538015729,0.01881517631466,4fd8440769a35733bddb2aa7e90252cb21583395b6a9a5693def001f02d3f985,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24072/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24072,c4e998d89261b0a81a143369aeab47efd0223959b1b151272dc58e2ee20d3254,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24072/relaxed_structure.extxyz,1455386,FP32,8,12,-31.86782455444336,-7.96695613861084,0.0047897263430058,24072,2026-07-27T14:29:42+08:00,success,quality_A0_B1_24072,True,60.59703849803191,True,True,10dfa665a663d6a663d113e09b5d25d492fb5e5a50debb46c5fa2d4d9b4fe9f3,2.562381596058615,0.0359819949925217,0.0005810156140468,True,True,True,False,True,0.139498342046585,0.039498342046585,False,False,True,True,False,False
True,1,A0_B1,True,0.6458020380232483,quality,2026-07-27T14:30:18+08:00,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24073/summary.json,-56.027862548828125,-5.602786254882813,0.2000690930732689,0.0097205469439948,58af4357462a95169f993fb61fd4a2be1dda72ee04f23371f7fdbfc46274c3c1,/data/dxl/results/spg_fastgate/quality_generation/A0/B1/seed_24073/generated_crystals.extxyz,A0,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24073,a1f7282a0b2e4eb9ee26362013a606f2e8ac2c91861cfd63a84fc6022123f8f5,/data/dxl/results/spg_fastgate/relaxed/quality/A0_B1/seed_24073/relaxed_structure.extxyz,1455387,FP32,9,22,-56.05847930908203,-5.605847930908203,0.0380858480930328,24073,2026-07-27T14:30:17+08:00,success,quality_A0_B1_24073,True,67.02070278202882,False,True,b0bd38c7a878f657a11baa5862db194ddb2c8d4f42849d543de17bab2c300c7e,1.8194827436060972,0.0751789535297104,0.0530503392331058,True,False,True,True,True,0.0917264064890827,0.0082735935109172,True,True,True,True,True,True
