atomic_numbers_unchanged,converged,elapsed_seconds,finished_at,frozen_a0_relax_reused,initial_energy_ev,initial_energy_per_atom_ev,initial_max_force_ev_ang,initial_stress_frobenius_ev_ang3,input_hash,input_path,method,output_dir,output_path,pid,rank,relax_steps,relaxed_energy_ev,relaxed_energy_per_atom_ev,relaxed_max_force_ev_ang,seed,started_at,status,task_id,energy_above_hull_per_atom,rmsd_from_relaxation,stable,comp_validity,structure_validity,novel,unique,minimum_distance_angstrom,chgnet_energy_per_atom_ev
True,True,0.6046108239679597,2026-07-26T23:40:05+08:00,False,-68.9522933959961,-8.619036674499512,0.1543538413256196,0.008879515375525476,42000807a3e541f5d36999af2781412bc6807c97c8c31068fa1fe79df11751af,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20000.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20000,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20000/relaxed_structure.extxyz,901755,0,25,-68.97468566894531,-8.621835708618164,0.029195768758654594,20000,2026-07-26T23:40:04+08:00,success,pos_5_20000,0.06417670654107432,0.024431511388607028,True,True,True,True,True,2.4875794797853583,-8.711719512939453
True,True,1.0978651900077239,2026-07-26T23:40:06+08:00,False,-106.65843963623047,-8.888203303019205,0.21947842905271892,0.013441625832385685,a3582e0dd68254a02b0aa2c94d8f1ff414076dcf9bcaa6946259a543a4935bdf,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20001.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20001,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20001/relaxed_structure.extxyz,901756,1,38,-106.71725463867188,-8.893104553222656,0.03557290881872177,20001,2026-07-26T23:40:05+08:00,success,pos_5_20001,0.1584488180387389,0.034759206478545135,False,False,True,True,True,2.353738181003325,-8.96762466430664
True,True,0.1085117599577643,2026-07-26T23:40:03+08:00,False,-24.128704071044922,-6.0321760177612305,0.044273450623033464,0.0016304813343437877,845fcba5fea85606886263cf4a3c6d4a4e56939a0a7b1cc6402aacf13a150caa,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20002.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20002,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20002/relaxed_structure.extxyz,901757,2,3,-24.129268646240234,-6.032317161560059,0.03754625469446182,20002,2026-07-26T23:40:03+08:00,success,pos_5_20002,0.011151927553954444,0.0015907912060108117,True,True,True,False,True,3.261644904451916,-6.004033088684082
True,True,2.261882333958056,2026-07-26T23:40:09+08:00,False,-57.87089157104492,-6.430099063449436,0.3325004933403325,0.024336812898024616,87e44b23fa3b032acb5a518947f1bfe6c0d9263779d8adccc9b90c26341d2cc4,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20003.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20003,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20003/relaxed_structure.extxyz,901758,3,75,-57.96383285522461,-6.440425872802734,0.02348063327372074,20003,2026-07-26T23:40:06+08:00,success,pos_5_20003,0.1496477543262369,0.1001666940981633,False,True,True,True,True,2.3566775961610187,-6.466913223266602
True,True,1.2253638780093752,2026-07-26T23:40:03+08:00,False,-28.744911193847656,-7.186227798461914,0.13987054022597362,0.026063709546911284,7c73ff78fad81881600530aafde9b25b608a61004b2e6118a168d757ac297eeb,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20004.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20004,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20004/relaxed_structure.extxyz,901759,4,42,-28.965105056762695,-7.241276264190674,0.033968549221754074,20004,2026-07-26T23:40:02+08:00,success,pos_5_20004,0.07823970695923421,1.1708491295463614,True,True,True,False,True,2.3502387066625388,-7.158740043640137
True,True,0.636751938960515,2026-07-26T23:40:01+08:00,False,-61.871971130371094,-6.874663458930121,0.09156984970716453,0.011599209494294242,5208145c5bc397a8809f705f95e0c709995677b08448026b421991659fa16330,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20005.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20005,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20005/relaxed_structure.extxyz,901760,5,21,-61.893394470214844,-6.877043830023871,0.034656230360269547,20005,2026-07-26T23:40:01+08:00,success,pos_5_20005,0.035939435146882914,0.013117570119774324,True,True,True,False,True,2.7452545871074663,-6.879916191101074
True,True,0.3312723389826715,2026-07-26T23:40:00+08:00,False,-95.91136169433594,-6.8508115495954245,0.06831423933972272,0.004868147483439844,097e0c43db2c73bbc7a91d5b61d4167e858f17c8b4c6780d4b110bddb3e81c26,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20006.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20006,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20006/relaxed_structure.extxyz,901761,6,10,-95.91244506835938,-6.850888933454241,0.04975557327270508,20006,2026-07-26T23:40:00+08:00,success,pos_5_20006,0.1771653924055645,0.0008640865388670209,False,True,True,True,True,2.1356575370308954,-7.828447818756103
True,True,1.1329958600108512,2026-07-26T23:40:09+08:00,False,-101.37630462646484,-8.448025385538736,0.2974190687073791,0.02044875923851161,690908efc1cd8f8e345babdb1c601d51ebf2a51062083f086de08b6cdcee508e,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20007.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20007,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20007/relaxed_structure.extxyz,901762,7,50,-101.422607421875,-8.451883951822916,0.04804321005940437,20007,2026-07-26T23:40:08+08:00,success,pos_5_20007,0.08565250300687843,0.03436870191132035,True,True,True,True,True,2.191272861657348,-8.79001522064209
True,True,0.4565557829919271,2026-07-26T23:39:59+08:00,False,-26.363101959228516,-6.590775489807129,0.05486586982386633,0.003889559703618598,203bddca1a0d187c03d3d86bceb637c4a517ad7ef906fd23da38f02dadaabe85,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20008.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20008,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20008/relaxed_structure.extxyz,901763,8,15,-26.377269744873047,-6.594317436218262,0.013477278873324394,20008,2026-07-26T23:39:58+08:00,success,pos_5_20008,0.15599559149516562,0.004706335125453117,False,True,True,True,True,3.0985688529011206,-6.673262596130371
True,True,0.3226490910165012,2026-07-26T23:40:28+08:00,False,-34.013912200927734,-8.503478050231934,0.024809242232481175,0.0033758664100606364,87cb49b8dab33ba0b8fe2d8352c2be47ca42fa2b1903dab7e6858c4e03e45893,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_5/20009.extxyz,pos_5,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20009,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_5/20009/relaxed_structure.extxyz,901764,9,12,-34.025428771972656,-8.506357192993164,0.004828142933547497,20009,2026-07-26T23:40:28+08:00,success,pos_5_20009,0.046054687023575624,0.0045209568665978755,True,True,True,True,True,3.3564732871102527,-8.496233940124512
